old_path,new_path,action,reason,size_bytes
generated,outputs/experiments/mock/seed_2026/lstm/noise/fixed_attacker/parameter_scan/scan_summary.json,write,Write parameter scan summary.,0
generated,outputs/experiments/mock/seed_2026/lstm/noise/fixed_attacker/parameter_scan/scan_trace.json,write,Write parameter scan trace.,0
outputs/defense/full_multiseed/seed_2026/noise/comparisons/distortion_vs_noise.png,outputs/experiments/mock/seed_2026/lstm/noise/fixed_attacker/parameter_scan/plot_distortion.png,copy,Move parameter scan plot into parameter_scan directory.,61930
outputs/defense/full_multiseed/seed_2026/noise/comparisons/distortion_vs_noise.png,outputs/figures/experiments/mock/seed_2026/lstm/noise/fixed_attacker/plot_distortion.png,copy,Move experiment diagnostic plot into figures/experiments.,61930
outputs/defense/full_multiseed/seed_2026/noise/comparisons/lstm_retrain_attacker_comparison_results.csv,outputs/experiments/mock/seed_2026/lstm/noise/retrain_attacker/parameter_scan/comparison_results.csv,copy,Move parameter scan CSV to matching experiment combination.,1999
generated,outputs/experiments/mock/seed_2026/lstm/noise/retrain_attacker/parameter_scan/scan_summary.json,write,Write parameter scan summary.,0
generated,outputs/experiments/mock/seed_2026/lstm/noise/retrain_attacker/parameter_scan/scan_trace.json,write,Write parameter scan trace.,0
outputs/defense/full_multiseed/seed_2026/noise/comparisons/lstm_retrain_attacker_noise_accuracy.png,outputs/experiments/mock/seed_2026/lstm/noise/retrain_attacker/parameter_scan/plot_accuracy.png,copy,Move parameter scan plot into parameter_scan directory.,39028
outputs/defense/full_multiseed/seed_2026/noise/comparisons/lstm_retrain_attacker_noise_accuracy.png,outputs/figures/experiments/mock/seed_2026/lstm/noise/retrain_attacker/plot_accuracy.png,copy,Move experiment diagnostic plot into figures/experiments.,39028
outputs/defense/full_multiseed/seed_2026/noise/comparisons/lstm_retrain_attacker_noise_distortion.png,outputs/experiments/mock/seed_2026/lstm/noise/retrain_attacker/parameter_scan/plot_distortion.png,copy,Move parameter scan plot into parameter_scan directory.,37698
outputs/defense/full_multiseed/seed_2026/noise/comparisons/lstm_retrain_attacker_noise_distortion.png,outputs/figures/experiments/mock/seed_2026/lstm/noise/retrain_attacker/plot_distortion.png,copy,Move experiment diagnostic plot into figures/experiments.,37698
outputs/defense/full_multiseed/seed_2026/noise/comparisons/mlp_fixed_attacker_comparison_results.csv,outputs/experiments/mock/seed_2026/mlp/noise/fixed_attacker/parameter_scan/comparison_results.csv,copy,Move parameter scan CSV to matching experiment combination.,1674
generated,outputs/experiments/mock/seed_2026/mlp/noise/fixed_attacker/parameter_scan/scan_summary.json,write,Write parameter scan summary.,0
generated,outputs/experiments/mock/seed_2026/mlp/noise/fixed_attacker/parameter_scan/scan_trace.json,write,Write parameter scan trace.,0
outputs/defense/full_multiseed/seed_2026/noise/comparisons/mlp_fixed_attacker_noise_accuracy.png,outputs/experiments/mock/seed_2026/mlp/noise/fixed_attacker/parameter_scan/plot_accuracy.png,copy,Move parameter scan plot into parameter_scan directory.,38427
outputs/defense/full_multiseed/seed_2026/noise/comparisons/mlp_fixed_attacker_noise_accuracy.png,outputs/figures/experiments/mock/seed_2026/mlp/noise/fixed_attacker/plot_accuracy.png,copy,Move experiment diagnostic plot into figures/experiments.,38427
outputs/defense/full_multiseed/seed_2026/noise/comparisons/mlp_fixed_attacker_noise_distortion.png,outputs/experiments/mock/seed_2026/mlp/noise/fixed_attacker/parameter_scan/plot_distortion.png,copy,Move parameter scan plot into parameter_scan directory.,37698
outputs/defense/full_multiseed/seed_2026/noise/comparisons/mlp_fixed_attacker_noise_distortion.png,outputs/figures/experiments/mock/seed_2026/mlp/noise/fixed_attacker/plot_distortion.png,copy,Move experiment diagnostic plot into figures/experiments.,37698
outputs/defense/full_multiseed/seed_2026/noise/comparisons/mlp_retrain_attacker_comparison_results.csv,outputs/experiments/mock/seed_2026/mlp/noise/retrain_attacker/parameter_scan/comparison_results.csv,copy,Move parameter scan CSV to matching experiment combination.,1989
generated,outputs/experiments/mock/seed_2026/mlp/noise/retrain_attacker/parameter_scan/scan_summary.json,write,Write parameter scan summary.,0
generated,outputs/experiments/mock/seed_2026/mlp/noise/retrain_attacker/parameter_scan/scan_trace.json,write,Write parameter scan trace.,0
outputs/defense/full_multiseed/seed_2026/noise/comparisons/mlp_retrain_attacker_noise_accuracy.png,outputs/experiments/mock/seed_2026/mlp/noise/retrain_attacker/parameter_scan/plot_accuracy.png,copy,Move parameter scan plot into parameter_scan directory.,45548
outputs/defense/full_multiseed/seed_2026/noise/comparisons/mlp_retrain_attacker_noise_accuracy.png,outputs/figures/experiments/mock/seed_2026/mlp/noise/retrain_attacker/plot_accuracy.png,copy,Move experiment diagnostic plot into figures/experiments.,45548
outputs/defense/full_multiseed/seed_2026/noise/comparisons/mlp_retrain_attacker_noise_distortion.png,outputs/experiments/mock/seed_2026/mlp/noise/retrain_attacker/parameter_scan/plot_distortion.png,copy,Move parameter scan plot into parameter_scan directory.,37698
outputs/defense/full_multiseed/seed_2026/noise/comparisons/mlp_retrain_attacker_noise_distortion.png,outputs/figures/experiments/mock/seed_2026/mlp/noise/retrain_attacker/plot_distortion.png,copy,Move experiment diagnostic plot into figures/experiments.,37698
outputs/defense/real_public_benchmark/uci_har/seed_42/adaptive_ldp/comparisons/lstm_fixed_attacker_comparison_results.csv,outputs/experiments/uci_har/seed_42/lstm/adaptive_ldp/fixed_attacker/parameter_scan/comparison_results.csv,copy,Move parameter scan CSV to matching experiment combination.,2816
generated,outputs/experiments/uci_har/seed_42/lstm/adaptive_ldp/fixed_attacker/parameter_scan/scan_summary.json,write,Write parameter scan summary.,0
generated,outputs/experiments/uci_har/seed_42/lstm/adaptive_ldp/fixed_attacker/parameter_scan/scan_trace.json,write,Write parameter scan trace.,0
generated,outputs/experiments/uci_har/seed_42/lstm/adaptive_ldp/fixed_attacker/parameter_scan/profile_config.json,write,Write adaptive profile scan configuration.,0
outputs/defense/real_public_benchmark/uci_har/seed_42/adaptive_ldp/comparisons/lstm_fixed_attacker_adaptive_ldp_accuracy.png,outputs/experiments/uci_har/seed_42/lstm/adaptive_ldp/fixed_attacker/parameter_scan/plot_accuracy.png,copy,Move parameter scan plot into parameter_scan directory.,61788
outputs/defense/real_public_benchmark/uci_har/seed_42/adaptive_ldp/comparisons/lstm_fixed_attacker_adaptive_ldp_accuracy.png,outputs/figures/experiments/uci_har/seed_42/lstm/adaptive_ldp/fixed_attacker/plot_accuracy.png,copy,Move experiment diagnostic plot into figures/experiments.,61788
outputs/defense/real_public_benchmark/uci_har/seed_42/adaptive_ldp/comparisons/lstm_fixed_attacker_adaptive_ldp_distortion.png,outputs/experiments/uci_har/seed_42/lstm/adaptive_ldp/fixed_attacker/parameter_scan/plot_distortion.png,copy,Move parameter scan plot into parameter_scan directory.,52000
outputs/defense/real_public_benchmark/uci_har/seed_42/adaptive_ldp/comparisons/lstm_fixed_attacker_adaptive_ldp_distortion.png,outputs/figures/experiments/uci_har/seed_42/lstm/adaptive_ldp/fixed_attacker/plot_distortion.png,copy,Move experiment diagnostic plot into figures/experiments.,52000
outputs/defense/real_public_benchmark/uci_har/seed_42/adaptive_ldp/comparisons/lstm_retrain_attacker_comparison_results.csv,outputs/experiments/uci_har/seed_42/lstm/adaptive_ldp/retrain_attacker/parameter_scan/comparison_results.csv,copy,Move parameter scan CSV to matching experiment combination.,3419
generated,outputs/experiments/uci_har/seed_42/lstm/adaptive_ldp/retrain_attacker/parameter_scan/scan_summary.json,write,Write parameter scan summary.,0
generated,outputs/experiments/uci_har/seed_42/lstm/adaptive_ldp/retrain_attacker/parameter_scan/scan_trace.json,write,Write parameter scan trace.,0
generated,outputs/experiments/uci_har/seed_42/lstm/adaptive_ldp/retrain_attacker/parameter_scan/profile_config.json,write,Write adaptive profile scan configuration.,0
outputs/defense/real_public_benchmark/uci_har/seed_42/adaptive_ldp/comparisons/lstm_retrain_attacker_adaptive_ldp_accuracy.png,outputs/experiments/uci_har/seed_42/lstm/adaptive_ldp/retrain_attacker/parameter_scan/plot_accuracy.png,copy,Move parameter scan plot into parameter_scan directory.,62834
outputs/defense/real_public_benchmark/uci_har/seed_42/adaptive_ldp/comparisons/lstm_retrain_attacker_adaptive_ldp_accuracy.png,outputs/figures/experiments/uci_har/seed_42/lstm/adaptive_ldp/retrain_attacker/plot_accuracy.png,copy,Move experiment diagnostic plot into figures/experiments.,62834
outputs/defense/real_public_benchmark/uci_har/seed_42/adaptive_ldp/comparisons/lstm_retrain_attacker_adaptive_ldp_distortion.png,outputs/experiments/uci_har/seed_42/lstm/adaptive_ldp/retrain_attacker/parameter_scan/plot_distortion.png,copy,Move parameter scan plot into parameter_scan directory.,52000
outputs/defense/real_public_benchmark/uci_har/seed_42/adaptive_ldp/comparisons/lstm_retrain_attacker_adaptive_ldp_distortion.png,outputs/figures/experiments/uci_har/seed_42/lstm/adaptive_ldp/retrain_attacker/plot_distortion.png,copy,Move experiment diagnostic plot into figures/experiments.,52000
outputs/defense/real_public_benchmark/uci_har/seed_42/adaptive_ldp/comparisons/mlp_fixed_attacker_comparison_results.csv,outputs/experiments/uci_har/seed_42/mlp/adaptive_ldp/fixed_attacker/parameter_scan/comparison_results.csv,copy,Move parameter scan CSV to matching experiment combination.,2806
generated,outputs/experiments/uci_har/seed_42/mlp/adaptive_ldp/fixed_attacker/parameter_scan/scan_summary.json,write,Write parameter scan summary.,0
generated,outputs/experiments/uci_har/seed_42/mlp/adaptive_ldp/fixed_attacker/parameter_scan/scan_trace.json,write,Write parameter scan trace.,0
generated,outputs/experiments/uci_har/seed_42/mlp/adaptive_ldp/fixed_attacker/parameter_scan/profile_config.json,write,Write adaptive profile scan configuration.,0
outputs/defense/real_public_benchmark/uci_har/seed_42/adaptive_ldp/comparisons/mlp_fixed_attacker_adaptive_ldp_accuracy.png,outputs/experiments/uci_har/seed_42/mlp/adaptive_ldp/fixed_attacker/parameter_scan/plot_accuracy.png,copy,Move parameter scan plot into parameter_scan directory.,62772
outputs/defense/real_public_benchmark/uci_har/seed_42/adaptive_ldp/comparisons/mlp_fixed_attacker_adaptive_ldp_accuracy.png,outputs/figures/experiments/uci_har/seed_42/mlp/adaptive_ldp/fixed_attacker/plot_accuracy.png,copy,Move experiment diagnostic plot into figures/experiments.,62772
outputs/defense/real_public_benchmark/uci_har/seed_42/adaptive_ldp/comparisons/mlp_fixed_attacker_adaptive_ldp_distortion.png,outputs/experiments/uci_har/seed_42/mlp/adaptive_ldp/fixed_attacker/parameter_scan/plot_distortion.png,copy,Move parameter scan plot into parameter_scan directory.,52000
outputs/defense/real_public_benchmark/uci_har/seed_42/adaptive_ldp/comparisons/mlp_fixed_attacker_adaptive_ldp_distortion.png,outputs/figures/experiments/uci_har/seed_42/mlp/adaptive_ldp/fixed_attacker/plot_distortion.png,copy,Move experiment diagnostic plot into figures/experiments.,52000
outputs/defense/real_public_benchmark/uci_har/seed_42/adaptive_ldp/comparisons/mlp_retrain_attacker_comparison_results.csv,outputs/experiments/uci_har/seed_42/mlp/adaptive_ldp/retrain_attacker/parameter_scan/comparison_results.csv,copy,Move parameter scan CSV to matching experiment combination.,3391
generated,outputs/experiments/uci_har/seed_42/mlp/adaptive_ldp/retrain_attacker/parameter_scan/scan_summary.json,write,Write parameter scan summary.,0
generated,outputs/experiments/uci_har/seed_42/mlp/adaptive_ldp/retrain_attacker/parameter_scan/scan_trace.json,write,Write parameter scan trace.,0
generated,outputs/experiments/uci_har/seed_42/mlp/adaptive_ldp/retrain_attacker/parameter_scan/profile_config.json,write,Write adaptive profile scan configuration.,0
outputs/defense/real_public_benchmark/uci_har/seed_42/adaptive_ldp/comparisons/mlp_retrain_attacker_adaptive_ldp_accuracy.png,outputs/experiments/uci_har/seed_42/mlp/adaptive_ldp/retrain_attacker/parameter_scan/plot_accuracy.png,copy,Move parameter scan plot into parameter_scan directory.,62870
outputs/defense/real_public_benchmark/uci_har/seed_42/adaptive_ldp/comparisons/mlp_retrain_attacker_adaptive_ldp_accuracy.png,outputs/figures/experiments/uci_har/seed_42/mlp/adaptive_ldp/retrain_attacker/plot_accuracy.png,copy,Move experiment diagnostic plot into figures/experiments.,62870
outputs/defense/real_public_benchmark/uci_har/seed_42/adaptive_ldp/comparisons/mlp_retrain_attacker_adaptive_ldp_distortion.png,outputs/experiments/uci_har/seed_42/mlp/adaptive_ldp/retrain_attacker/parameter_scan/plot_distortion.png,copy,Move parameter scan plot into parameter_scan directory.,52000
outputs/defense/real_public_benchmark/uci_har/seed_42/adaptive_ldp/comparisons/mlp_retrain_attacker_adaptive_ldp_distortion.png,outputs/figures/experiments/uci_har/seed_42/mlp/adaptive_ldp/retrain_attacker/plot_distortion.png,copy,Move experiment diagnostic plot into figures/experiments.,52000
outputs/defense/real_public_benchmark/uci_har/seed_42/ldp/comparisons/lstm_fixed_attacker_comparison_results.csv,outputs/experiments/uci_har/seed_42/lstm/ldp/fixed_attacker/parameter_scan/comparison_results.csv,copy,Move parameter scan CSV to matching experiment combination.,1402
generated,outputs/experiments/uci_har/seed_42/lstm/ldp/fixed_attacker/parameter_scan/scan_summary.json,write,Write parameter scan summary.,0
generated,outputs/experiments/uci_har/seed_42/lstm/ldp/fixed_attacker/parameter_scan/scan_trace.json,write,Write parameter scan trace.,0
outputs/defense/real_public_benchmark/uci_har/seed_42/ldp/comparisons/lstm_fixed_attacker_ldp_accuracy.png,outputs/experiments/uci_har/seed_42/lstm/ldp/fixed_attacker/parameter_scan/plot_accuracy.png,copy,Move parameter scan plot into parameter_scan directory.,33371
outputs/defense/real_public_benchmark/uci_har/seed_42/ldp/comparisons/lstm_fixed_attacker_ldp_accuracy.png,outputs/figures/experiments/uci_har/seed_42/lstm/ldp/fixed_attacker/plot_accuracy.png,copy,Move experiment diagnostic plot into figures/experiments.,33371
outputs/defense/real_public_benchmark/uci_har/seed_42/ldp/comparisons/epsilon_vs_distortion.png,outputs/experiments/uci_har/seed_42/lstm/ldp/fixed_attacker/parameter_scan/plot_distortion.png,copy,Move parameter scan plot into parameter_scan directory.,27572
outputs/defense/real_public_benchmark/uci_har/seed_42/ldp/comparisons/epsilon_vs_distortion.png,outputs/figures/experiments/uci_har/seed_42/lstm/ldp/fixed_attacker/plot_distortion.png,copy,Move experiment diagnostic plot into figures/experiments.,27572
outputs/defense/real_public_benchmark/uci_har/seed_42/ldp/comparisons/lstm_retrain_attacker_comparison_results.csv,outputs/experiments/uci_har/seed_42/lstm/ldp/retrain_attacker/parameter_scan/comparison_results.csv,copy,Move parameter scan CSV to matching experiment combination.,1749
generated,outputs/experiments/uci_har/seed_42/lstm/ldp/retrain_attacker/parameter_scan/scan_summary.json,write,Write parameter scan summary.,0
generated,outputs/experiments/uci_har/seed_42/lstm/ldp/retrain_attacker/parameter_scan/scan_trace.json,write,Write parameter scan trace.,0
outputs/defense/real_public_benchmark/uci_har/seed_42/ldp/comparisons/lstm_retrain_attacker_ldp_accuracy.png,outputs/experiments/uci_har/seed_42/lstm/ldp/retrain_attacker/parameter_scan/plot_accuracy.png,copy,Move parameter scan plot into parameter_scan directory.,43341
outputs/defense/real_public_benchmark/uci_har/seed_42/ldp/comparisons/lstm_retrain_attacker_ldp_accuracy.png,outputs/figures/experiments/uci_har/seed_42/lstm/ldp/retrain_attacker/plot_accuracy.png,copy,Move experiment diagnostic plot into figures/experiments.,43341
outputs/defense/real_public_benchmark/uci_har/seed_42/ldp/comparisons/epsilon_vs_distortion.png,outputs/experiments/uci_har/seed_42/lstm/ldp/retrain_attacker/parameter_scan/plot_distortion.png,copy,Move parameter scan plot into parameter_scan directory.,27572
outputs/defense/real_public_benchmark/uci_har/seed_42/ldp/comparisons/epsilon_vs_distortion.png,outputs/figures/experiments/uci_har/seed_42/lstm/ldp/retrain_attacker/plot_distortion.png,copy,Move experiment diagnostic plot into figures/experiments.,27572
outputs/defense/real_public_benchmark/uci_har/seed_42/ldp/comparisons/mlp_fixed_attacker_comparison_results.csv,outputs/experiments/uci_har/seed_42/mlp/ldp/fixed_attacker/parameter_scan/comparison_results.csv,copy,Move parameter scan CSV to matching experiment combination.,1394
generated,outputs/experiments/uci_har/seed_42/mlp/ldp/fixed_attacker/parameter_scan/scan_summary.json,write,Write parameter scan summary.,0
generated,outputs/experiments/uci_har/seed_42/mlp/ldp/fixed_attacker/parameter_scan/scan_trace.json,write,Write parameter scan trace.,0
outputs/defense/real_public_benchmark/uci_har/seed_42/ldp/comparisons/mlp_fixed_attacker_ldp_accuracy.png,outputs/experiments/uci_har/seed_42/mlp/ldp/fixed_attacker/parameter_scan/plot_accuracy.png,copy,Move parameter scan plot into parameter_scan directory.,33476
outputs/defense/real_public_benchmark/uci_har/seed_42/ldp/comparisons/mlp_fixed_attacker_ldp_accuracy.png,outputs/figures/experiments/uci_har/seed_42/mlp/ldp/fixed_attacker/plot_accuracy.png,copy,Move experiment diagnostic plot into figures/experiments.,33476
outputs/defense/real_public_benchmark/uci_har/seed_42/ldp/comparisons/epsilon_vs_distortion.png,outputs/experiments/uci_har/seed_42/mlp/ldp/fixed_attacker/parameter_scan/plot_distortion.png,copy,Move parameter scan plot into parameter_scan directory.,27572
outputs/defense/real_public_benchmark/uci_har/seed_42/ldp/comparisons/epsilon_vs_distortion.png,outputs/figures/experiments/uci_har/seed_42/mlp/ldp/fixed_attacker/plot_distortion.png,copy,Move experiment diagnostic plot into figures/experiments.,27572
outputs/defense/real_public_benchmark/uci_har/seed_42/ldp/comparisons/mlp_retrain_attacker_comparison_results.csv,outputs/experiments/uci_har/seed_42/mlp/ldp/retrain_attacker/parameter_scan/comparison_results.csv,copy,Move parameter scan CSV to matching experiment combination.,1733
generated,outputs/experiments/uci_har/seed_42/mlp/ldp/retrain_attacker/parameter_scan/scan_summary.json,write,Write parameter scan summary.,0
generated,outputs/experiments/uci_har/seed_42/mlp/ldp/retrain_attacker/parameter_scan/scan_trace.json,write,Write parameter scan trace.,0
outputs/defense/real_public_benchmark/uci_har/seed_42/ldp/comparisons/mlp_retrain_attacker_ldp_accuracy.png,outputs/experiments/uci_har/seed_42/mlp/ldp/retrain_attacker/parameter_scan/plot_accuracy.png,copy,Move parameter scan plot into parameter_scan directory.,37072
outputs/defense/real_public_benchmark/uci_har/seed_42/ldp/comparisons/mlp_retrain_attacker_ldp_accuracy.png,outputs/figures/experiments/uci_har/seed_42/mlp/ldp/retrain_attacker/plot_accuracy.png,copy,Move experiment diagnostic plot into figures/experiments.,37072
outputs/defense/real_public_benchmark/uci_har/seed_42/ldp/comparisons/epsilon_vs_distortion.png,outputs/experiments/uci_har/seed_42/mlp/ldp/retrain_attacker/parameter_scan/plot_distortion.png,copy,Move parameter scan plot into parameter_scan directory.,27572
outputs/defense/real_public_benchmark/uci_har/seed_42/ldp/comparisons/epsilon_vs_distortion.png,outputs/figures/experiments/uci_har/seed_42/mlp/ldp/retrain_attacker/plot_distortion.png,copy,Move experiment diagnostic plot into figures/experiments.,27572
outputs/defense/real_public_benchmark/uci_har/seed_42/noise/comparisons/lstm_fixed_attacker_comparison_results.csv,outputs/experiments/uci_har/seed_42/lstm/noise/fixed_attacker/parameter_scan/comparison_results.csv,copy,Move parameter scan CSV to matching experiment combination.,1176
generated,outputs/experiments/uci_har/seed_42/lstm/noise/fixed_attacker/parameter_scan/scan_summary.json,write,Write parameter scan summary.,0
generated,outputs/experiments/uci_har/seed_42/lstm/noise/fixed_attacker/parameter_scan/scan_trace.json,write,Write parameter scan trace.,0
outputs/defense/real_public_benchmark/uci_har/seed_42/noise/comparisons/lstm_fixed_attacker_noise_accuracy.png,outputs/experiments/uci_har/seed_42/lstm/noise/fixed_attacker/parameter_scan/plot_accuracy.png,copy,Move parameter scan plot into parameter_scan directory.,44297
outputs/defense/real_public_benchmark/uci_har/seed_42/noise/comparisons/lstm_fixed_attacker_noise_accuracy.png,outputs/figures/experiments/uci_har/seed_42/lstm/noise/fixed_attacker/plot_accuracy.png,copy,Move experiment diagnostic plot into figures/experiments.,44297
outputs/defense/real_public_benchmark/uci_har/seed_42/noise/comparisons/distortion_vs_noise.png,outputs/experiments/uci_har/seed_42/lstm/noise/fixed_attacker/parameter_scan/plot_distortion.png,copy,Move parameter scan plot into parameter_scan directory.,57305
outputs/defense/real_public_benchmark/uci_har/seed_42/noise/comparisons/distortion_vs_noise.png,outputs/figures/experiments/uci_har/seed_42/lstm/noise/fixed_attacker/plot_distortion.png,copy,Move experiment diagnostic plot into figures/experiments.,57305
outputs/defense/real_public_benchmark/uci_har/seed_42/noise/comparisons/lstm_retrain_attacker_comparison_results.csv,outputs/experiments/uci_har/seed_42/lstm/noise/retrain_attacker/parameter_scan/comparison_results.csv,copy,Move parameter scan CSV to matching experiment combination.,1495
generated,outputs/experiments/uci_har/seed_42/lstm/noise/retrain_attacker/parameter_scan/scan_summary.json,write,Write parameter scan summary.,0
generated,outputs/experiments/uci_har/seed_42/lstm/noise/retrain_attacker/parameter_scan/scan_trace.json,write,Write parameter scan trace.,0
outputs/defense/real_public_benchmark/uci_har/seed_42/noise/comparisons/lstm_retrain_attacker_noise_accuracy.png,outputs/experiments/uci_har/seed_42/lstm/noise/retrain_attacker/parameter_scan/plot_accuracy.png,copy,Move parameter scan plot into parameter_scan directory.,48028
outputs/defense/real_public_benchmark/uci_har/seed_42/noise/comparisons/lstm_retrain_attacker_noise_accuracy.png,outputs/figures/experiments/uci_har/seed_42/lstm/noise/retrain_attacker/plot_accuracy.png,copy,Move experiment diagnostic plot into figures/experiments.,48028
outputs/defense/real_public_benchmark/uci_har/seed_42/noise/comparisons/distortion_vs_noise.png,outputs/experiments/uci_har/seed_42/lstm/noise/retrain_attacker/parameter_scan/plot_distortion.png,copy,Move parameter scan plot into parameter_scan directory.,57305
outputs/defense/real_public_benchmark/uci_har/seed_42/noise/comparisons/distortion_vs_noise.png,outputs/figures/experiments/uci_har/seed_42/lstm/noise/retrain_attacker/plot_distortion.png,copy,Move experiment diagnostic plot into figures/experiments.,57305
outputs/defense/real_public_benchmark/uci_har/seed_42/noise/comparisons/mlp_fixed_attacker_comparison_results.csv,outputs/experiments/uci_har/seed_42/mlp/noise/fixed_attacker/parameter_scan/comparison_results.csv,copy,Move parameter scan CSV to matching experiment combination.,1170
generated,outputs/experiments/uci_har/seed_42/mlp/noise/fixed_attacker/parameter_scan/scan_summary.json,write,Write parameter scan summary.,0
generated,outputs/experiments/uci_har/seed_42/mlp/noise/fixed_attacker/parameter_scan/scan_trace.json,write,Write parameter scan trace.,0
outputs/defense/real_public_benchmark/uci_har/seed_42/noise/comparisons/mlp_fixed_attacker_noise_accuracy.png,outputs/experiments/uci_har/seed_42/mlp/noise/fixed_attacker/parameter_scan/plot_accuracy.png,copy,Move parameter scan plot into parameter_scan directory.,39541
outputs/defense/real_public_benchmark/uci_har/seed_42/noise/comparisons/mlp_fixed_attacker_noise_accuracy.png,outputs/figures/experiments/uci_har/seed_42/mlp/noise/fixed_attacker/plot_accuracy.png,copy,Move experiment diagnostic plot into figures/experiments.,39541
outputs/defense/real_public_benchmark/uci_har/seed_42/noise/comparisons/distortion_vs_noise.png,outputs/experiments/uci_har/seed_42/mlp/noise/fixed_attacker/parameter_scan/plot_distortion.png,copy,Move parameter scan plot into parameter_scan directory.,57305
outputs/defense/real_public_benchmark/uci_har/seed_42/noise/comparisons/distortion_vs_noise.png,outputs/figures/experiments/uci_har/seed_42/mlp/noise/fixed_attacker/plot_distortion.png,copy,Move experiment diagnostic plot into figures/experiments.,57305
outputs/defense/real_public_benchmark/uci_har/seed_42/noise/comparisons/mlp_retrain_attacker_comparison_results.csv,outputs/experiments/uci_har/seed_42/mlp/noise/retrain_attacker/parameter_scan/comparison_results.csv,copy,Move parameter scan CSV to matching experiment combination.,1484
generated,outputs/experiments/uci_har/seed_42/mlp/noise/retrain_attacker/parameter_scan/scan_summary.json,write,Write parameter scan summary.,0
generated,outputs/experiments/uci_har/seed_42/mlp/noise/retrain_attacker/parameter_scan/scan_trace.json,write,Write parameter scan trace.,0
outputs/defense/real_public_benchmark/uci_har/seed_42/noise/comparisons/mlp_retrain_attacker_noise_accuracy.png,outputs/experiments/uci_har/seed_42/mlp/noise/retrain_attacker/parameter_scan/plot_accuracy.png,copy,Move parameter scan plot into parameter_scan directory.,44736
outputs/defense/real_public_benchmark/uci_har/seed_42/noise/comparisons/mlp_retrain_attacker_noise_accuracy.png,outputs/figures/experiments/uci_har/seed_42/mlp/noise/retrain_attacker/plot_accuracy.png,copy,Move experiment diagnostic plot into figures/experiments.,44736
outputs/defense/real_public_benchmark/uci_har/seed_42/noise/comparisons/distortion_vs_noise.png,outputs/experiments/uci_har/seed_42/mlp/noise/retrain_attacker/parameter_scan/plot_distortion.png,copy,Move parameter scan plot into parameter_scan directory.,57305
outputs/defense/real_public_benchmark/uci_har/seed_42/noise/comparisons/distortion_vs_noise.png,outputs/figures/experiments/uci_har/seed_42/mlp/noise/retrain_attacker/plot_distortion.png,copy,Move experiment diagnostic plot into figures/experiments.,57305
outputs/defense/real_public_benchmark/uci_har/seed_123/adaptive_ldp/comparisons/lstm_fixed_attacker_comparison_results.csv,outputs/experiments/uci_har/seed_123/lstm/adaptive_ldp/fixed_attacker/parameter_scan/comparison_results.csv,copy,Move parameter scan CSV to matching experiment combination.,2842
generated,outputs/experiments/uci_har/seed_123/lstm/adaptive_ldp/fixed_attacker/parameter_scan/scan_summary.json,write,Write parameter scan summary.,0
generated,outputs/experiments/uci_har/seed_123/lstm/adaptive_ldp/fixed_attacker/parameter_scan/scan_trace.json,write,Write parameter scan trace.,0
generated,outputs/experiments/uci_har/seed_123/lstm/adaptive_ldp/fixed_attacker/parameter_scan/profile_config.json,write,Write adaptive profile scan configuration.,0
outputs/defense/real_public_benchmark/uci_har/seed_123/adaptive_ldp/comparisons/lstm_fixed_attacker_adaptive_ldp_accuracy.png,outputs/experiments/uci_har/seed_123/lstm/adaptive_ldp/fixed_attacker/parameter_scan/plot_accuracy.png,copy,Move parameter scan plot into parameter_scan directory.,60148
outputs/defense/real_public_benchmark/uci_har/seed_123/adaptive_ldp/comparisons/lstm_fixed_attacker_adaptive_ldp_accuracy.png,outputs/figures/experiments/uci_har/seed_123/lstm/adaptive_ldp/fixed_attacker/plot_accuracy.png,copy,Move experiment diagnostic plot into figures/experiments.,60148
outputs/defense/real_public_benchmark/uci_har/seed_123/adaptive_ldp/comparisons/lstm_fixed_attacker_adaptive_ldp_distortion.png,outputs/experiments/uci_har/seed_123/lstm/adaptive_ldp/fixed_attacker/parameter_scan/plot_distortion.png,copy,Move parameter scan plot into parameter_scan directory.,51966
outputs/defense/real_public_benchmark/uci_har/seed_123/adaptive_ldp/comparisons/lstm_fixed_attacker_adaptive_ldp_distortion.png,outputs/figures/experiments/uci_har/seed_123/lstm/adaptive_ldp/fixed_attacker/plot_distortion.png,copy,Move experiment diagnostic plot into figures/experiments.,51966
outputs/defense/real_public_benchmark/uci_har/seed_123/adaptive_ldp/comparisons/lstm_retrain_attacker_comparison_results.csv,outputs/experiments/uci_har/seed_123/lstm/adaptive_ldp/retrain_attacker/parameter_scan/comparison_results.csv,copy,Move parameter scan CSV to matching experiment combination.,3440
generated,outputs/experiments/uci_har/seed_123/lstm/adaptive_ldp/retrain_attacker/parameter_scan/scan_summary.json,write,Write parameter scan summary.,0
generated,outputs/experiments/uci_har/seed_123/lstm/adaptive_ldp/retrain_attacker/parameter_scan/scan_trace.json,write,Write parameter scan trace.,0
generated,outputs/experiments/uci_har/seed_123/lstm/adaptive_ldp/retrain_attacker/parameter_scan/profile_config.json,write,Write adaptive profile scan configuration.,0
